GeneID:ID|Synonyms:String[]|Description|Source|:Label
PCYC:LMRG_01533|LMRG_01533|Portal protein [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_02441|pmk;lmo0012|Phosphomevalonate kinase|PlantCyc_Gene|Gene
PCYC:LMRG_00630|LMRG_00630|FIG031412: Ethanolamine utilization polyhedral-body-like protein EutN|PlantCyc_Gene|Gene
PCYC:LMRG_02849|LMRG_02849|FIG020747: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01776|LMRG_01776|Cytoplasmic hypothetical protein DUF199|PlantCyc_Gene|Gene
PCYC:LMRG_02301|LMRG_02301|Glucosamine-6-phosphate deaminase (EC 3.5.99.6)|PlantCyc_Gene|Gene
PCYC:LMRG_02256|LMRG_02256|FIG011792: transcriptional activator|PlantCyc_Gene|Gene
PCYC:LMRG_02484|LMRG_02484|FIG019946: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00660|LMRG_00660|FIG007258: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00832|LMRG_00832|FIG008723: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01891|LMRG_01891|FIG002618: hypothetical secreted protein|PlantCyc_Gene|Gene
PCYC:LMRG_02305|LMRG_02305|Lmo0881 homolog, only in Listeria|PlantCyc_Gene|Gene
PCYC:LMRG_01875|LMRG_01875|FIG008208: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00153|LMRG_00153|FIG066299: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00064|LMRG_00064|6-phospho-Beta-glucosidase|PlantCyc_Gene|Gene
PCYC:LMRG_01360|LMRG_01360;lmo1606|DNA translocase|PlantCyc_Gene|Gene
PCYC:LMRG_00735|LMRG_00735|FIG002678: Succinyl-CoA synthetase, alpha subunit-related enzymes|PlantCyc_Gene|Gene
PCYC:LMRG_01268|LMRG_01268|Bacitracin export ATP-binding protein BceA|PlantCyc_Gene|Gene
PCYC:LMRG_01713|LMRG_01713|ATP synthase A chain (EC 3.6.3.14)|PlantCyc_Gene|Gene
PCYC:LMRG_02184|LMRG_02184|FIG007539: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01700|LMRG_01700|Homoserine dehydrogenase (EC 1.1.1.3)|PlantCyc_Gene|Gene
PCYC:LMRG_02356|LMRG_02356|ABC transporter, ATP-binding/permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_02611|dapE;lmo0265|succinyl-diaminopimelate desuccinylase|PlantCyc_Gene|Gene
PCYC:LMRG_00858|LMRG_00858|FIG003971: Pyruvate formate-lyase (EC 2.3.1.54)|PlantCyc_Gene|Gene
PCYC:LMRG_01626|clpB;lmo2206|ATP-dependent Clp protease, ATP-binding subunit ClpB|PlantCyc_Gene|Gene
PCYC:LMRG_00330|LMRG_00330|Transaldolase (EC 2.2.1.2)|PlantCyc_Gene|Gene
PCYC:LMRG_02633|LMRG_02633|LSU ribosomal protein L25p|PlantCyc_Gene|Gene
PCYC:LMRG_01528|LMRG_01528|Protein gp65 [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_01115|LMRG_01115|Creatinine amidohydrolase (EC 3.5.2.10)|PlantCyc_Gene|Gene
PCYC:LMRG_01527|LMRG_01527|FIG218683: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00449|LMRG_00449|FIG039067: Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)|PlantCyc_Gene|Gene
PCYC:LMRG_02720|LMRG_02720|FIG008119: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02273|LMRG_02273|FIG007911: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01584|LMRG_01584|FIG019107: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00856|LMRG_00856|DNA mismatch repair protein MutL|PlantCyc_Gene|Gene
PCYC:LMRG_00900|LMRG_00900|Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00636|LMRG_00636|Substrate-specific component CblT of predicted B12-regulated ECF transporter for dimethylbenzimidazole|PlantCyc_Gene|Gene
PCYC:LMRG_00008|LMRG_00008|FIG034727: Thiaminase II (EC 3.5.99.2)|PlantCyc_Gene|Gene
PCYC:LMRG_00249|LMRG_00249|Histidinol dehydrogenase (EC 1.1.1.23)|PlantCyc_Gene|Gene
PCYC:LMRG_01257|LMRG_01257|FIG009252: ferrous iron transport protein A|PlantCyc_Gene|Gene
PCYC:LMRG_01758|LMRG_01758|FIG007879: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02123|LMRG_02123|Trk system potassium uptake protein trkA|PlantCyc_Gene|Gene
PCYC:LMRG_02648|LMRG_02648|Beta-glucosidase (EC 3.2.1.21); 6-phospho-beta-glucosidase (EC 3.2.1.86)|PlantCyc_Gene|Gene
PCYC:LMRG_02115|LMRG_02115|Glycine betaine ABC transport system, permease protein OpuAB|PlantCyc_Gene|Gene
PCYC:LMRG_01253|LMRG_01253|Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)|PlantCyc_Gene|Gene
PCYC:LMRG_02181|LMRG_02181|Hypothetical similar to thiamin biosynthesis lipoprotein ApbE|PlantCyc_Gene|Gene
PCYC:LMRG_01935|LMRG_01935|FIG022579: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02296|LMRG_02296|FIG008978: major facilitator family transporter|PlantCyc_Gene|Gene
PCYC:LMRG_02706|LMRG_02706|FIG006817: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02770|LMRG_02770|FIG008417: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01791|tpi;lmo2457|Triosephosphate isomerase|PlantCyc_Gene|Gene
PCYC:LMRG_01448|LMRG_01448|D-tyrosyl-tRNA(Tyr) deacylase (EC 3.1.-.-)|PlantCyc_Gene|Gene
PCYC:LMRG_01153|LMRG_01153|FIG008375: oxidoreductase, aldo/keto reductase family|PlantCyc_Gene|Gene
PCYC:LMRG_00178|LMRG_00178|FIG021307: glycosyl transferase|PlantCyc_Gene|Gene
PCYC:LMRG_00659|LMRG_00659|Transcriptional regulator, PadR family|PlantCyc_Gene|Gene
PCYC:LMRG_01614|LMRG_01614|Hypothetical protein SAV1840|PlantCyc_Gene|Gene
PCYC:LMRG_00253|LMRG_00253|FIG007023: methylated-DNA--protein-cysteine methyltransferase|PlantCyc_Gene|Gene
PCYC:LMRG_02788|LMRG_02788|Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01414|LMRG_01414|Porphobilinogen synthase (EC 4.2.1.24)|PlantCyc_Gene|Gene
PCYC:LMRG_01798|LMRG_01798|FIG001974: Carboxylesterase (EC 3.1.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02221|LMRG_02221|ImpB/MucB/SamB family protein|PlantCyc_Gene|Gene
PCYC:LMRG_00360|LMRG_00360|FIG008800: membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_01458|LMRG_01458|FIG000626: tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)|PlantCyc_Gene|Gene
PCYC:LMRG_02277|LMRG_02277|FIG003075: Quaternary ammonium compound-resistance protein sugE|PlantCyc_Gene|Gene
PCYC:LMRG_01464|LMRG_01464|FIG009333: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_00677|LMRG_00677|DNA polymerase X family|PlantCyc_Gene|Gene
PCYC:LMRG_01210|LMRG_01210|FIG006341: Uncharacterized protein conserved in bacteria|PlantCyc_Gene|Gene
PCYC:LMRG_02584|yycF;lmo0287|Two-component response regulator YycF|PlantCyc_Gene|Gene
PCYC:LMRG_01007|LMRG_01007|Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)|PlantCyc_Gene|Gene
PCYC:LMRG_02485|LMRG_02485|Adenylosuccinate synthetase (EC 6.3.4.4)|PlantCyc_Gene|Gene
PCYC:LMRG_00816|LMRG_00816|RNA binding methyltransferase FtsJ like|PlantCyc_Gene|Gene
PCYC:LMRG_02597|LMRG_02597|Multiple sugar ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_02342|LMRG_02342|ATP synthase F1, epsilon subunit|PlantCyc_Gene|Gene
PCYC:LMRG_00891|LMRG_00891|Manganese superoxide dismutase (EC 1.15.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01132|LMRG_01132|Acetolactate synthase large subunit (EC 2.2.1.6)|PlantCyc_Gene|Gene
PCYC:LMRG_01799|LMRG_01799|3'-to-5' exoribonuclease RNase R|PlantCyc_Gene|Gene
PCYC:LMRG_01406|LMRG_01406|Helicase loader DnaB|PlantCyc_Gene|Gene
PCYC:LMRG_01971|LMRG_01971|Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps|PlantCyc_Gene|Gene
PCYC:LMRG_01542|LMRG_01542|FIG017473: Protein gp13 [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_01566|LMRG_01566|Uncharacterized protein UPF0344|PlantCyc_Gene|Gene
PCYC:LMRG_00922|LMRG_00922|SSU ribosomal protein S21p|PlantCyc_Gene|Gene
PCYC:LMRG_00522|LMRG_00522|FIG152832: Two-component response regulator|PlantCyc_Gene|Gene
PCYC:LMRG_00421|LMRG_00421|FIG009696: Transcriptional regulator, XRE family|PlantCyc_Gene|Gene
PCYC:LMRG_01213|LMRG_01213|FIG006875: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00331|LMRG_00331|FIG009903: Lipoteichoic acid primase LtaP|PlantCyc_Gene|Gene
PCYC:LMRG_01356|LMRG_01356|FIG007986: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01376|argC;lmo1591|N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)|PlantCyc_Gene|Gene
PCYC:LMRG_00641|LMRG_00641|Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-)|PlantCyc_Gene|Gene
PCYC:LMRG_00375|LMRG_00375|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01340|LMRG_01340|FIG007469: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00783|LMRG_00783|FIG011376: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00829|LMRG_00829|FIG098047: Two-component response regulator|PlantCyc_Gene|Gene
PCYC:LMRG_02758|LMRG_02758|FIG016711: Phosphoglycerate dehydrogenase and related dehydrogenases|PlantCyc_Gene|Gene
PCYC:LMRG_02615|LMRG_02615|FIG004575: possible membrane fusion protein|PlantCyc_Gene|Gene
PCYC:LMRG_01050|LMRG_01050|FIG011277: bacteriocin transport accessory protein|PlantCyc_Gene|Gene
PCYC:LMRG_00536|LMRG_00536|Teichoic acid translocation permease protein TagG|PlantCyc_Gene|Gene
PCYC:LMRG_02950|LMRG_02950|FIG008222: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01950|LMRG_01950|FIG006986: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01818|LMRG_01818|FIG021693: ABC-type Fe3+-siderophore transport system, permease component|PlantCyc_Gene|Gene
PCYC:LMRG_02791|LMRG_02791|FIG172562: DNA-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01854|LMRG_01854|FIG008613: spermidine N1-acetyltransferase|PlantCyc_Gene|Gene
PCYC:LMRG_01740|LMRG_01740|hypothetical protein BH3604|PlantCyc_Gene|Gene
PCYC:LMRG_02343|LMRG_02343|FIG010144: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00517|LMRG_00517|Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)|PlantCyc_Gene|Gene
PCYC:LMRG_02710|LMRG_02710|CTP synthase (EC 6.3.4.2)|PlantCyc_Gene|Gene
PCYC:LMRG_02673|LMRG_02673|FIG000283: DNA repair protein RadA|PlantCyc_Gene|Gene
PCYC:LMRG_02035|LMRG_02035|FIG004840: Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)|PlantCyc_Gene|Gene
PCYC:LMRG_02528|LMRG_02528;lmo1743|Hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00265|LMRG_00265|FIG034293: Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02011|LMRG_02011|FIG009267: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02621|LMRG_02621|Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00459|LMRG_00459|FIG009122: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02145|LMRG_02145|FIG013638: ATPase component of general energizing module of ECF transporters|PlantCyc_Gene|Gene
PCYC:LMRG_01310|LMRG_01310|Translation elongation factor Ts|PlantCyc_Gene|Gene
PCYC:LMRG_01926|LMRG_01926|FIG003612: ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_02463|LMRG_02463|FIG029916: PTS system, cellobiose-specific IIC component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_01929|LMRG_01929|Phosphosugar-binding transcriptional regulator, RpiR family|PlantCyc_Gene|Gene
PCYC:LMRG_02282|LMRG_02282|FIG007137: Multiple sugar ABC transporter, substrate-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01325|citB;lmo1641|Aconitate hydratase|PlantCyc_Gene|Gene
PCYC:LMRG_02551|LMRG_02551|PTS system, cellobiose-specific IIB component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_00359|LMRG_00359|FIG011246: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02544|LMRG_02544|FIG008778: Transcriptional regulator|PlantCyc_Gene|Gene
PCYC:LMRG_02357|LMRG_02357|ABC transporter, ATP-binding/permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_02593|LMRG_02593|Lin0308 protein|PlantCyc_Gene|Gene
PCYC:LMRG_00215|LMRG_00215|FIG003568: ACT domain protein|PlantCyc_Gene|Gene
PCYC:LMRG_02635|LMRG_02635|Peptidyl-tRNA hydrolase (EC 3.1.1.29)|PlantCyc_Gene|Gene
PCYC:LMRG_02920|LMRG_02920|Phage antirepressor protein / Antirepressor [Bacteriophage A118]|PlantCyc_Gene|Gene
PCYC:LMRG_01958|LMRG_01958|FIG025610: Hemolysins and related proteins containing CBS domains|PlantCyc_Gene|Gene
PCYC:LMRG_00296|LMRG_00296|FIG000618: Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase ( NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase|PlantCyc_Gene|Gene
PCYC:LMRG_00289|LMRG_00289|FIG009941: Transcriptional regulator, MarR family|PlantCyc_Gene|Gene
PCYC:LMRG_02533|LMRG_02533|FIG007891: Amino acid ABC transporter, amino acid-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01696|LMRG_01696|Transcription termination factor Rho|PlantCyc_Gene|Gene
PCYC:LMRG_00273|LMRG_00273|FIG008231: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02100|LMRG_02100|FIG139162: Phytoene dehydrogenase and related proteins|PlantCyc_Gene|Gene
PCYC:LMRG_01830|LMRG_01830|Methionine ABC transporter permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_00216|LMRG_00216|FIG008038: Glycerol-3-phosphate dehydrogenase (NAD(P)+) (EC 1.1.1.94)|PlantCyc_Gene|Gene
PCYC:LMRG_01707|LMRG_01707|FIG059124: Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)|PlantCyc_Gene|Gene
PCYC:LMRG_01765|LMRG_01765|HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-)|PlantCyc_Gene|Gene
PCYC:LMRG_01021|LMRG_01021|Thymidylate synthase (EC 2.1.1.45)|PlantCyc_Gene|Gene
PCYC:LMRG_01911|LMRG_01911|FIG028486: ADP-ribosylglycohydrolase (EC 3.2.-.-)|PlantCyc_Gene|Gene
PCYC:LMRG_01095|LMRG_01095|DNA-binding response regulator ResD|PlantCyc_Gene|Gene
PCYC:LMRG_00226|LMRG_00226|PTS system, glucitol/sorbitol-specific IIC component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_00124|LMRG_00124|FIG008773: oxidoreductase, short-chain dehydrogenase/reductase family|PlantCyc_Gene|Gene
PCYC:LMRG_01708|LMRG_01708|Serine hydroxymethyltransferase (EC 2.1.2.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00400|LMRG_00400|Flagellar basal-body rod protein FlgC|PlantCyc_Gene|Gene
PCYC:LMRG_01772|LMRG_01772|Aldose 1-epimerase (EC 5.1.3.3)|PlantCyc_Gene|Gene
PCYC:LMRG_02370|LMRG_02370|FIG011468: Phage tail length tape-measure protein|PlantCyc_Gene|Gene
PCYC:LMRG_00800|LMRG_00800|Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)|PlantCyc_Gene|Gene
PCYC:LMRG_01896|LMRG_01896|N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)|PlantCyc_Gene|Gene
PCYC:LMRG_02037|LMRG_02037|FIG059124: Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)|PlantCyc_Gene|Gene
PCYC:LMRG_02497|LMRG_02497|Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)|PlantCyc_Gene|Gene
PCYC:LMRG_02725|LMRG_02725|Na(+) H(+) antiporter subunit C|PlantCyc_Gene|Gene
PCYC:LMRG_01342|LMRG_01342|FIG102553: Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids|PlantCyc_Gene|Gene
PCYC:LMRG_00016|LMRG_00016|FIG007430: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01396|LMRG_01396|FIG058830: 6-phosphofructokinase (EC 2.7.1.11)|PlantCyc_Gene|Gene
PCYC:LMRG_01295|LMRG_01295|FIG000860: O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)|PlantCyc_Gene|Gene
PCYC:LMRG_01923|LMRG_01923|FIG007563: PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_02713|LMRG_02713|FIG008447: MutT/nudix family protein|PlantCyc_Gene|Gene
PCYC:LMRG_00684|LMRG_00684|FIG135600: Ribonuclease PH (EC 2.7.7.56)|PlantCyc_Gene|Gene
PCYC:LMRG_01943|LMRG_01943|Lin2896 protein|PlantCyc_Gene|Gene
PCYC:LMRG_00927|grpE;lmo1474|Heat shock protein GrpE|PlantCyc_Gene|Gene
PCYC:LMRG_01450|LMRG_01450|FIG000087: Histidyl-tRNA synthetase (EC 6.1.1.21)|PlantCyc_Gene|Gene
PCYC:LMRG_01572|LMRG_01572|FIG008460: PTS system, beta-glucoside-specific, IIA component|PlantCyc_Gene|Gene
PCYC:LMRG_02985|LMRG_02985|D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)|PlantCyc_Gene|Gene
PCYC:LMRG_02158|LMRG_02158|LSU ribosomal protein L30p (L7e)|PlantCyc_Gene|Gene
PCYC:LMRG_02571|LMRG_02571|Transcriptional antiterminator of lichenan operon, BglG family / PTS system, cellobiose-specific IIA component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_01329|LMRG_01329|FIG008139: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_01441|LMRG_01441|FIG051656: Preprotein translocase subunit YajC (TC 3.A.5.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01893|LMRG_01893|FIG006930: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01487|LMRG_01487|FIG190303: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00789|LMRG_00789|Glucokinase (EC 2.7.1.2)|PlantCyc_Gene|Gene
PCYC:LMRG_02408|LMRG_02408|Signal peptidase-like protein|PlantCyc_Gene|Gene
PCYC:LMRG_00168|LMRG_00168|ADP-ribose pyrophosphatase (EC 3.6.1.13)|PlantCyc_Gene|Gene
PCYC:LMRG_01143|LMRG_01143|Deoxyribose-phosphate aldolase (EC 4.1.2.4)|PlantCyc_Gene|Gene
PCYC:LMRG_01892|LMRG_01892|FIG007791: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02093|LMRG_02093|Potassium uptake protein, integral membrane component, KtrD|PlantCyc_Gene|Gene
PCYC:LMRG_01623|LMRG_01623|FIG006855: acetyltransferase, GNAT family|PlantCyc_Gene|Gene
PCYC:LMRG_02716|LMRG_02716|FIG007845: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_02122|LMRG_02122|DNA-binding response regulator|PlantCyc_Gene|Gene
PCYC:LMRG_00335|LMRG_00335|FIG004180: Magnesium and cobalt transport protein CorA|PlantCyc_Gene|Gene
PCYC:LMRG_00566|LMRG_00566|FIG015064: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02659|LMRG_02659|FIG007276: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00280|LMRG_00280|FIG007609: cyclic nucleotide-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01067|LMRG_01067|Hypothetical transmembrane protein CDS_ID OB1773|PlantCyc_Gene|Gene
PCYC:LMRG_01334|LMRG_01334|FIG132686: Anthranilate synthase, amidotransferase component (EC 4.1.3.27)|PlantCyc_Gene|Gene
PCYC:LMRG_02536|LMRG_02536|GltC, transcription activator of glutamate synthase operon|PlantCyc_Gene|Gene
PCYC:LMRG_01139|LMRG_01139|Threonine dehydratase (EC 4.3.1.19)|PlantCyc_Gene|Gene
PCYC:LMRG_00754|LMRG_00754|FIG004315: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00944|LMRG_00944|GTP-binding protein YqeH, possibly involved in replication initiation|PlantCyc_Gene|Gene
PCYC:LMRG_02253|LMRG_02253|Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)|PlantCyc_Gene|Gene
PCYC:LMRG_02081|LMRG_02081|FIG008349: drug resistance transporter, EmrB/QacA family|PlantCyc_Gene|Gene
PCYC:LMRG_01181|LMRG_01181|Cell division protein FtsZ (EC 3.4.24.-)|PlantCyc_Gene|Gene
PCYC:LMRG_00098|LMRG_00098;lmo0405|PiT family inorganic phosphate transporter|PlantCyc_Gene|Gene
PCYC:LMRG_00781|LMRG_00781|Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)|PlantCyc_Gene|Gene
PCYC:LMRG_01731|LMRG_01731|FIG009148: Acetyltransferase, GNAT family|PlantCyc_Gene|Gene
PCYC:LMRG_01895|LMRG_01895|FIG229228: Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-)|PlantCyc_Gene|Gene
PCYC:LMRG_00241|LMRG_00241|FIG010969: magnesium transporter, CorA family|PlantCyc_Gene|Gene
PCYC:LMRG_00207|LMRG_00207|FIG003460: Transcriptional regulator, MerR family|PlantCyc_Gene|Gene
PCYC:LMRG_01109|LMRG_01109|FIG007976: Transcriptional regulator, TetR family|PlantCyc_Gene|Gene
PCYC:LMRG_02080|LMRG_02080|FIG050193: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_02336|LMRG_02336|FIG011437: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01775|LMRG_01775|FIG002813: Hypothetical protein UPF0052|PlantCyc_Gene|Gene
PCYC:LMRG_01249|LMRG_01249|PTS system, galactitol-specific IIA component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_02789|LMRG_02789|Spermidine Putrescine ABC transporter permease component potB (TC_3.A.1.11.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02353|LMRG_02353|FIG008715: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01686|LMRG_01686|FIG003701: LysR family transcriptional regulator YeiE|PlantCyc_Gene|Gene
PCYC:LMRG_02490|LMRG_02490|Putative secretion system component EssB/YukC|PlantCyc_Gene|Gene
PCYC:LMRG_02712|LMRG_02712|Glucose-6-phosphate isomerase (EC 5.3.1.9)|PlantCyc_Gene|Gene
PCYC:LMRG_02495|LMRG_02495|FIG007360: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02451|LMRG_02451|PTS system, mannose/fructose/sorbose family, IIB component|PlantCyc_Gene|Gene
PCYC:LMRG_00852|LMRG_00852|FIG007170: phosphinothricin N-acetyltransferase|PlantCyc_Gene|Gene
PCYC:LMRG_00609|LMRG_00609|Putative iron-containing NADPH-dependent propanol dehydrogenase|PlantCyc_Gene|Gene
PCYC:LMRG_00022|LMRG_00022|FIG011443: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00402|LMRG_00402|Flagellar M-ring protein FliF|PlantCyc_Gene|Gene
PCYC:LMRG_02440|mpd;lmo0011|Diphosphomevalonate decarboxylase|PlantCyc_Gene|Gene
PCYC:LMRG_00844|LMRG_00844|FIG001621: Zinc protease|PlantCyc_Gene|Gene
PCYC:LMRG_01167|LMRG_01167|Diaminopimelate epimerase (EC 5.1.1.7)|PlantCyc_Gene|Gene
PCYC:LMRG_01017|LMRG_01017|FIG007871: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01556|LMRG_01556|ORF27|PlantCyc_Gene|Gene
PCYC:LMRG_02765|LMRG_02765|Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)|PlantCyc_Gene|Gene
PCYC:LMRG_01194|LMRG_01194|FIG010564: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01947|LMRG_01947|Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)|PlantCyc_Gene|Gene
PCYC:LMRG_02660|LMRG_02660|Transcription antitermination protein NusG|PlantCyc_Gene|Gene
PCYC:LMRG_01777|LMRG_01777|NADH:flavin oxidoreductase|PlantCyc_Gene|Gene
PCYC:LMRG_01064|LMRG_01064|FIG003971: Pyruvate formate-lyase (EC 2.3.1.54)|PlantCyc_Gene|Gene
PCYC:LMRG_02565|LMRG_02565|FIG013513: lipoprotein|PlantCyc_Gene|Gene
PCYC:LMRG_00617|LMRG_00617|FIG033980: Alcohol dehydrogenase (EC 1.1.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01392|LMRG_01392|FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type|PlantCyc_Gene|Gene
PCYC:LMRG_01716|LMRG_01716|ATP synthase delta chain (EC 3.6.3.14)|PlantCyc_Gene|Gene
PCYC:LMRG_00446|LMRG_00446|FIG134517: Glyoxalase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_00862|LMRG_00862|FIG008674: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02823|LMRG_02823|FIG035488: Putative peptidoglycan bound protein (LPXTG motif) Lmo1799 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_01873|LMRG_01873|Phosphoserine aminotransferase (EC 2.6.1.52)|PlantCyc_Gene|Gene
PCYC:LMRG_00213|LMRG_00213|FIG006485: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02165|LMRG_02165|LSU ribosomal protein L24p (L26e)|PlantCyc_Gene|Gene
PCYC:LMRG_01154|LMRG_01154|Acetolactate synthase, catabolic (EC 2.2.1.6)|PlantCyc_Gene|Gene
